,subSiteID,Scale,dateR,rich,rich_sd,div,div_sd,abund,AbundUnitsOrig,study_sub_site,studyName,Reference,Source,Collector,Sys,Loc,studySub,protist,coral,plant,algae,fish,inverts,mobile.inverts,sessile.inverts,marine.mammals,phytoplankton,zooplankton,mesh.size,mesh.size.units,Descriptor.of.Taxa.Sampled,Vis,Trwl,Line,Drdg,Trp,PltSz,PltSzUnits,PltN,SiAreaCalc,SiLinearExtentUnits,site,Event,Event_type,Lat,Long,A_priori,Year_of_Event,study_site
1054,Elahi_Tmob_PG_R,alpha,2012-03-17,2.666666667,,0.857371558,,3.666666667,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1055,Elahi_Tmob_PG_R,alpha,2012-09-01,4.666666667,,1.332046206,,6.333333333,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1056,Elahi_Tmob_PG_S,gamma,2008-03-27,8,,1.527487126,,36,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1057,Elahi_Tmob_PG_S,gamma,2008-07-27,8,,1.657220431,,19,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1058,Elahi_Tmob_PG_S,gamma,2008-10-31,11,,2.06979224,,32,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1059,Elahi_Tmob_PG_S,gamma,2008-12-11,4,,1.30130555,,14,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1060,Elahi_Tmob_PG_S,gamma,2009-03-20,10,,2.013060638,,31,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1061,Elahi_Tmob_PG_S,gamma,2009-07-29,14,,2.237920402,,44,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1062,Elahi_Tmob_PG_S,gamma,2009-10-22,11,,2.241886023,,60,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1063,Elahi_Tmob_PG_S,gamma,2009-12-12,10,,2.098766795,,27,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1064,Elahi_Tmob_PG_S,gamma,2010-03-07,9,,1.869029329,,40,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1065,Elahi_Tmob_PG_S,gamma,2010-06-03,11,,2.145458633,,29,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1066,Elahi_Tmob_PG_S,gamma,2010-08-30,13,,2.145396706,,54,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1067,Elahi_Tmob_PG_S,gamma,2010-12-10,15,,2.250537515,,47,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1068,Elahi_Tmob_PG_S,gamma,2011-03-14,9,,1.926914505,,18,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1069,Elahi_Tmob_PG_S,gamma,2011-09-17,7,,1.798273969,,24,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1070,Elahi_Tmob_PG_S,gamma,2012-03-17,6,,1.420571926,,11,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1071,Elahi_Tmob_PG_S,gamma,2012-09-01,10,,2.187270992,,19,individualsPerSample,Elahi-Elahi_Tmob-PG,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,PG,No,None,48.559,-122.988,No,NA,Elahi-PG
1072,Elahi_Tmob_SC_R,alpha,2008-03-27,2.333333333,,0.693147181,,2.666666667,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1073,Elahi_Tmob_SC_R,alpha,2008-07-27,4.666666667,,1.406157663,,8.666666667,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1074,Elahi_Tmob_SC_R,alpha,2008-10-31,3,,0.967800253,,4.333333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1075,Elahi_Tmob_SC_R,alpha,2008-12-11,2,,0.616376157,,6.333333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1076,Elahi_Tmob_SC_R,alpha,2009-03-20,3.666666667,,1.129593309,,8.333333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1077,Elahi_Tmob_SC_R,alpha,2009-07-29,4.333333333,,1.276382206,,8,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1078,Elahi_Tmob_SC_R,alpha,2009-10-22,5.666666667,,1.486681331,,9.666666667,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1079,Elahi_Tmob_SC_R,alpha,2009-12-12,4,,1.34937825,,5,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1080,Elahi_Tmob_SC_R,alpha,2010-03-07,4.333333333,,1.292290242,,6.666666667,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1081,Elahi_Tmob_SC_R,alpha,2010-06-03,4.666666667,,1.335179368,,8.333333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1082,Elahi_Tmob_SC_R,alpha,2010-08-30,5.666666667,,1.583346883,,11.33333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1083,Elahi_Tmob_SC_R,alpha,2010-12-10,6.333333333,,1.484355192,,14.33333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1084,Elahi_Tmob_SC_R,alpha,2011-03-14,3.666666667,,1.12701558,,6.333333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1085,Elahi_Tmob_SC_R,alpha,2011-09-17,5.666666667,,1.471655987,,12,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1086,Elahi_Tmob_SC_R,alpha,2012-03-17,2.666666667,,0.899209,,3.666666667,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1087,Elahi_Tmob_SC_R,alpha,2012-09-01,5.666666667,,1.571940812,,10.33333333,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1088,Elahi_Tmob_SC_S,gamma,2008-03-27,5,,1.494175138,,8,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1089,Elahi_Tmob_SC_S,gamma,2008-07-27,9,,1.940425828,,26,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1090,Elahi_Tmob_SC_S,gamma,2008-10-31,8,,1.884871334,,13,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1091,Elahi_Tmob_SC_S,gamma,2008-12-11,4,,1.178505282,,19,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1092,Elahi_Tmob_SC_S,gamma,2009-03-20,9,,1.727931835,,25,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1093,Elahi_Tmob_SC_S,gamma,2009-07-29,9,,1.917349523,,24,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1094,Elahi_Tmob_SC_S,gamma,2009-10-22,11,,1.882868169,,29,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1095,Elahi_Tmob_SC_S,gamma,2009-12-12,9,,1.968693209,,15,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1096,Elahi_Tmob_SC_S,gamma,2010-03-07,9,,1.956906756,,20,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1097,Elahi_Tmob_SC_S,gamma,2010-06-03,11,,1.99965299,,25,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1098,Elahi_Tmob_SC_S,gamma,2010-08-30,12,,2.074522833,,34,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1099,Elahi_Tmob_SC_S,gamma,2010-12-10,15,,1.979919406,,43,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1100,Elahi_Tmob_SC_S,gamma,2011-03-14,8,,1.840340796,,19,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1101,Elahi_Tmob_SC_S,gamma,2011-09-17,11,,1.923068868,,36,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1102,Elahi_Tmob_SC_S,gamma,2012-03-17,6,,1.594166699,,11,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1103,Elahi_Tmob_SC_S,gamma,2012-09-01,11,,2.103015213,,31,individualsPerSample,Elahi-Elahi_Tmob-SC,Elahi,"Elahi, 2013",NA,RE,rocky subtidal,"San Juan Islands, Washington, United States",Elahi_Tmob,0,0,0,0,1,1,1,0,0,0,0,NA,NA,benthic invertebrate and fish consumers,1,0,0,0,0,5,m2,3,15,km,SC,No,None,48.551,-123.005,No,NA,Elahi-SC
1104,Frid2009_M1_S,gamma,1978-12-30,72.5528,,NA,,2105.8255,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1105,Frid2009_M1_S,gamma,1979-01-05,90.5904,,NA,,6016.4832,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1106,Frid2009_M1_S,gamma,1979-12-24,88.6547,,NA,,6502.4754,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1107,Frid2009_M1_S,gamma,1980-01-14,72.8071,,NA,,3177.404,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1108,Frid2009_M1_S,gamma,1980-12-22,95.3512,,NA,,4278.7698,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1109,Frid2009_M1_S,gamma,1981-01-01,84.0131,,NA,,6472.3173,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1110,Frid2009_M1_S,gamma,1981-12-26,107.2012,,NA,,13082.3712,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1111,Frid2009_M1_S,gamma,1981-12-31,92.3845,,NA,,5658.0512,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1112,Frid2009_M1_S,gamma,1982-12-14,98.3081,,NA,,4436.8428,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1113,Frid2009_M1_S,gamma,1983-01-14,105.5229,,NA,,9012.5179,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1114,Frid2009_M1_S,gamma,1983-12-23,96.5011,,NA,,5885.603,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1115,Frid2009_M1_S,gamma,1983-12-28,111.9619,,NA,,9647.3827,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1116,Frid2009_M1_S,gamma,1984-12-21,101.6515,,NA,,5448.5026,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
1117,Frid2009_M1_S,gamma,1985-01-05,80.908,,NA,,4336.8351,individualsPer1m2,Frid2009-Frid2009-M1,Frid2009,"Frid, 2009",Figure 2,RE,subtidal mudflat,Central western North Sea,Frid2009,0,0,0,0,0,1,1,0,0,0,0,NA,NA,benthic invertebrates,0,0,0,1,0,0.1,m2,5,0.5,km,M1,No,None,55.117,-1.333,No,NA,Frid2009-M1
