TI,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Journal,Volume,Issue,Start.Page,End.Page,Electronic.ID,DOI,Year,Initial Notes,Reason for Rejection,Additional Notes,Part of a Long-Term Sampling Project?,"If part of a project, what is the project's name?"
Alexa,,,724,,Aaron,Aquatic Commons,"Marancik, K., Richardson, D., Lyczkowski-Shultz, J., Cowen, R. and Konieczna, M.","Spatial and temporal distribution of grouper larvae (Serranidae: Epinephelinae: Epinephelini) in the Gulf of Mexico and Straits of Florida.
","Fishery Bulletin
",110,1,1,20,,,2012,,,,,
Alexa,Yes,No,726,,Aaron,Aquatic Commons,"Miller, T., Brodeur, R.","Diets of and trophic relationships among dominant marine nekton within the northern California Current ecosystem.
",Fishery Bulletin,105,4,548,559,,,2007,,Diversity of gut content,,,
Alexa,,,731,,Aaron,Aquatic Commons,"Powell, A. and Robbins, R.","Ichthyoplankton Adjacent to LiveÃƒÂ‚Ã‚Â_Bottom Habitats in Onslow Bay, North Carolina.
","National Marine Fisheries Service
",,,,,,,1998,,,,,
Alexa,Yes,No,732,,Aaron,Aquatic Commons,"Powell, A., Robbins, R.","Abundance and Distribution of Ichthyoplankton along an InshoreÃƒÂ‚Ã‚Â_Offshore Transect in Onslow Bay, North Carolina.
","NOAA/National Marine Fisheries Service
",,,,,,,1994,,only sampled for a few months; did not sample for a year,,,
Alexa- MARC DID THIS,Yes,Yes,422,,Marc,ISI,"Maliao, Ronald J.; Turingan, Ralph G.; Lin, Junda","Phase-shift in coral reef communities in the Florida Keys National Marine Sanctuary (FKNMS), USA",MARINE BIOLOGY,154,5,841,853,,10.1007/s00227-008-0977-0,2008,,,,,
Daniel,Yes,No,4,Rigolet et al. 2014,Alexa,ISI,"Rigolet, Carinne; Dubois, Stanislas F.; Thiebaut, Eric",Benthic control freaks: Effects of the tubiculous amphipod Haploops nirae on the specific diversity and functional structure of benthic communities,JOURNAL OF SEA RESEARCH,85,,413,427,,10.1016/j.seares.2013.07.013,2014,,"Samples were collected during the summer in only 1 year, not multiple years. Using information from a survey conducted in 2003 from a benthic community, a map for the 18 stations was issued",,,
Daniel,Yes,Yes,11,Hinder et al. 2014,Jarrett,ISI,"Hinder, Stephanie L.; Gravenor, Mike B.; Edwards, Martin; Ostle, Clare; Bodger, Owen G.; Lee, Patricia L. M.; Walne, Antony W.; Hays, Graeme C.",Multi-decadal range changes vs. thermal adaptation for north east Atlantic oceanic copepods in the face of climate change,GLOBAL CHANGE BIOLOGY,20,1,140,146,,10.1111/gcb.12387,2014,50 year timeseries of copepod abundances!,,,,
Daniel,Yes,Yes,14,Sheehan et al. 2013,Jarrett,ISI,"Sheehan, Emma V.; Stevens, Timothy F.; Gall, Sarah C.; Cousens, Sophie L.; Attrill, Martin J.",Recovery of a Temperate Reef Assemblage in a Marine Protected Area following the Exclusion of Towed Demersal Fishing,PLOS ONE,8,12,,,e83883,10.1371/journal.pone.0083883,2013,,,,,
Daniel,Yes,No,35,Li et al. 2013,Alexa,ISI,"Li, Binglin; Karl, David M.; Letelier, Ricardo M.; Bidigare, Robert R.; Church, Matthew J.",Variability of chromophytic phytoplankton in the North Pacific Subtropical Gyre,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,93,,84,95,,10.1016/j.dsr2.2013.03.007,2013,genetic diversity,Gene abundance,,,
Daniel,Yes,No,42,Chen et al. 2013,Alexa,ISI,"Chen, Y.; Cheung, S. G.; Shin, P. K. S.",A baseline study of benthic community associated with Amphioxus Sand in subtropical Hong Kong,MARINE POLLUTION BULLETIN,72,1,274,280,,10.1016/j.marpolbul.2013.03.025,2013,one year,Not an annual study,,,
Daniel,,,52,Do et al. 2013,Alexa,ISI,"Do, V. Tu; Blanchet, Hugues; de Montaudouin, Xavier; Lavesque, Nicolas",Limited Consequences of Seagrass Decline on Benthic Macrofauna and Associated Biotic Indicators,ESTUARIES AND COASTS,36,4,795,807,,10.1007/s12237-013-9589-0,2013,seagrass beds,,,,
Daniel,,,55,Chaudhuri et al. 2013,Alexa,ISI,"Chaudhuri, Atreyee; Mukherjee, Sudeshna; Homechaudhuri, Sumit",Seasonal dynamics of fish assemblages in an intertidal mudflat of Indian Sundarbans,SCIENTIA MARINA,77,2,301,311,,10.3989/scimar.03766.15A,2013,,,,,
Daniel,,,74,Collie et al. 2013,Alexa,ISI,"Collie, Jeremy; Rochet, Marie-Joelle; Bell, Richard",Rebuilding fish communities: the ghost of fisheries past and the virtue of patience,ECOLOGICAL APPLICATIONS,23,2,374,391,,,2013,use historical&trawl data,,,,
Daniel,,,83,Shephard et al. 2013,Alexa,ISI,"Shephard, Samuel; Fung, Tak; Rossberg, Axel G.; Farnsworth, Keith D.; Reid, David G.; Greenstreet, Simon P. R.; Warnes, Steve",Modelling recovery of Celtic Sea demersal fish community size-structure,FISHERIES RESEARCH,140,,91,95,,10.1016/j.fishres.2012.12.010,2013,model,,,,
Daniel,,,91,Moore et al. 2013,Alexa,ISI,"Moore, Jeffrey E.; Barlow, Jay P.",Declining Abundance of Beaked Whales ( Family Ziphiidae) in the California Current Large Marine Ecosystem,PLOS ONE,8,1,,,e52770,10.1371/journal.pone.0052770,2013,Whales!,,,,
Daniel,,,117,Verissimo et al. 2013,Alexa,ISI,"Verissimo, Helena; Lane, Michael; Patricio, Joana; Gamito, Sofia; Marques, Joao Carlos",Trends in water quality and subtidal benthic communities in a temperate estuary: Is the response to restoration efforts hidden by climate variability and the Estuarine Quality Paradox?,ECOLOGICAL INDICATORS,24,,56,67,,10.1016/j.ecolind.2012.05.028,2013,,,,,
Daniel,,,120,Camacho et al. 2012,Alexa,ISI,"Camacho, Antonio; Peinado, Raquel; Santamans, Anna C.; Picazo, Antonio",Functional ecological patterns and the effect of anthropogenic disturbances on a recently restored Mediterranean coastal lagoon. Needs for a sustainable restoration,ESTUARINE COASTAL AND SHELF SCIENCE,114,,105,117,,10.1016/j.ecss.2012.04.034,2012,,,,,
Daniel,Yes,No,123,Nel et al. 2012,Alexa,ISI,"Nel, H. A.; Perissinotto, R.; Taylor, R. H.","Diversity of bivalve molluscs in the St Lucia Estuary, with an annotated and illustrated checklist",AFRICAN INVERTEBRATES,53,2,503,525,,,2012,cannot access on ISI; not sure if truly applicable,,Species report,,
Daniel,,,131,Zhou et al. 2012,Alexa,ISI,"Zhou, Hong; Zhang, Zhinan; Liu, Xiaoshou; Hua, Er","Decadal change in sublittoral macrofaunal biodiversity in the Bohai Sea, China",MARINE POLLUTION BULLETIN,64,11,2364,2373,,10.1016/j.marpolbul.2012.08.014,2012,,,,,
Daniel,,,133,Freund et al. 2012,Alexa,ISI,"Freund, Jan A.; Gruener, Nico; Bruese, Sabrina; Wiltshire, Karen H.","Changes in the phytoplankton community at Helgoland, North Sea: lessons from single spot time series analyses",MARINE BIOLOGY,159,11,2561,2571,,10.1007/s00227-012-2013-7,2012,,,,,
Daniel,,,141,Piazzi et al. 2012,Alexa,ISI,"Piazzi, L.; Cecchi, E.; Serena, F.",SPATIAL AND TEMPORAL PATTERNS OF DIVERSITY IN MEDITERRANEAN ROCKY REEF FISH ASSEMBLAGES,VIE ET MILIEU-LIFE AND ENVIRONMENT,62,3,129,136,,,2012,not available on ISI; might not actually be multiple years sampled,,,,
Daniel,,,144,Burd et al. 2012,Alexa,ISI,"Burd, B.; Bertold, S.; Macdonald, T.","Responses of infaunal composition, biomass and production to discharges from a marine outfall over the past decade",MARINE POLLUTION BULLETIN,64,9,1837,1852,,10.1016/j.marpolbul.2012.06.007,2012,,,,,
Daniel,,,148,Ruzicka et al. 2012,Alexa,ISI,"Ruzicka, James J.; Brodeur, Richard D.; Emmett, Robert L.; Steele, John H.; Zamon, Jeannette E.; Morgan, Cheryl A.; Thomas, Andrew C.; Wainwright, Thomas C.","Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish",PROGRESS IN OCEANOGRAPHY,102,,19,41,,10.1016/j.pocean.2012.02.002,2012,may not have correct info,,,,
Daniel,,,151,Francis et al. 2012,Alexa,ISI,"Francis, Tessa B.; Scheuerell, Mark D.; Brodeur, Richard D.; Levin, Phillip S.; Ruzicka, James J.; Tolimieri, Nick; Peterson, William T.",Climate shifts the interaction web of a marine plankton community,GLOBAL CHANGE BIOLOGY,18,8,2498,2508,,10.1111/j.1365-2486.2012.02702.x,2012,,,,,
Daniel,,,153,Chowdhury et al. 2012,Alexa,ISI,"Chowdhury, Chumki; Majumder, Natasha; Ray, Raghab; Jana, Tapan Kumar",Inter-annual abundance variation in some genera of diatom and zooplankton in a mangrove ecosystem,BIODIVERSITY AND CONSERVATION,21,8,2029,2043,,10.1007/s10531-012-0295-1,2012,Abundances,,,,
Daniel,,,176,,Daniel,ISI,"Schloss, Irene R.; Abele, Doris; Moreau, Sebastien; Demers, Serge; Bers, A. Valeria; Gonzalez, Oscar; Ferreyra, Gustavo A.",Response of phytoplankton dynamics to 19-year (1991-2009) climate trends in Potter Cove (Antarctica),JOURNAL OF MARINE SYSTEMS,92,1,53,66,,10.1016/j.jmarsys.2011.10.006,2012,,,,,
Daniel,,,177,,Daniel,ISI,"Eriksen, Elena; Prozorkevich, Dmitry; Trofimov, Aleksandr; Howell, Daniel","Biomass of Scyphozoan Jellyfish, and Its Spatial Association with 0-Group Fish in the Barents Sea",PLOS ONE,7,3,,,e33050,10.1371/journal.pone.0033050,2012,,,,,
Daniel,,,189,,Daniel,ISI,"Burne, Robert V.; Johnson, Ken","Sea-level variation and the zonation of microbialites in Hamelin Pool, Shark Bay, Western Australia",MARINE AND FRESHWATER RESEARCH,63,11,994,1004,,10.1071/MF12184,2012,Bacteria,,,,
Daniel,,,194,,Daniel,ISI,"Wiff, Rodrigo; Carlos Quiroz, Juan; Gatica, Claudio; Contreras, Francisco; Paramo, Jorge; Barrientos, Mauricio A.",Uncertain population dynamic and state variables of alfonsino (Beryx splendens),LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,40,1,201,212,,10.3856/vol40-issue1-fulltext-19,2012,,,,,
Daniel,,,215,,Daniel,ISI,"Herrera Carmona, Julio CÃƒÂƒÃ‚Â©sar; Capella Alzueta, Juan JosÃƒÂƒÃ‚Â©; Soler, GermÃƒÂƒÃ‚Â¡n AndrÃƒÂƒÃ‚Â©s; Bessudo, Sandra; GarcÃƒÂƒÃ‚Â_a, Carolina; FlÃƒÂƒÃ‚Â_rez-GonzÃƒÂƒÃ‚Â¡lez, LiliÃƒÂƒÃ‚Â¡n",OCURRENCIA Y TASAS DE ENCUENTRO DE MAMÃƒÂƒÃ‚ÂçFEROS MARINOS EN LAS AGUAS DE LA ISLA MALPELO Y HACIA EL CONTINENTE,BoletÃƒÂƒÃ‚Â_n de Investigaciones Marinas y Costeras - INVEMAR,40,Suppl. v. 1,57,78,,,2011,EspaÃƒÂƒÃ‚Â±ol,,,,
Daniel,,,235,,Daniel,ISI,"Staglicic, N.; Matic-Skoko, S.; Pallaoro, A.; Grgicevic, R.; Kraljevic, M.; Tutman, P.; Dragicevic, B.; Dulcic, J.",Long-term trends in the structure of eastern Adriatic littoral fish assemblages: Consequences for fisheries management,ESTUARINE COASTAL AND SHELF SCIENCE,94,3,263,271,,10.1016/j.ecss.2011.07.005,2011,,,,,
Daniel,,,237,,Daniel,ISI,"Louhi, Pauliina; Mykra, Heikki; Paavola, Riku; Huusko, Ari; Vehanen, Teppo; Maki-Petays, Aki; Muotka, Timo",Twenty years of stream restoration in Finland: little response by benthic macroinvertebrate communities,ECOLOGICAL APPLICATIONS,21,6,1950,1961,,,2011,,,,,
Daniel,,,242,,Daniel,ISI,"Banas, Neil S.",Adding complex trophic interactions to a size-spectral plankton model: Emergent diversity patterns and limits on predictability,ECOLOGICAL MODELLING,222,15,2663,2675,,10.1016/j.ecolmodel.2011.05.018,2011,Modelling?,,,,
Daniel,,,248,,Daniel,ISI,"Somarakis, Stylianos; Ramfos, Alexis; Palialexis, Andreas; Valavanis, Vasilis D.",Contrasting multispecies patterns in larval fish production trace inter-annual variability in oceanographic conditions over the NE Aegean Sea continental shelf (Eastern Mediterranean),HYDROBIOLOGIA,670,1,275,287,,10.1007/s10750-011-0677-5,2011,,,,,
Daniel,,,254,,Daniel,ISI,"Henderson, P. A.; Seaby, R. M. H.; Somes, J. R.",Community level response to climate change: The long-term study of the fish and crustacean community of the Bristol Channel,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,400,1/2/2014,78,89,,10.1016/j.jembe.2011.02.028,2011,,,,,
Daniel,,,258,,Daniel,ISI,"Broitman, Bernardo R.; Veliz, Fredy; Manzur, Tatiana; Wieters, Evie A.; Randall Finke, G.; Fornes, Paulina A.; Valdivia, Nelson; Navarrete, Sergio A.",Geographic variation in diversity of wave exposed rocky intertidal communities along central Chile,REVISTA CHILENA DE HISTORIA NATURAL,84,1,143,154,,,2011,,,,,
Daniel,,,265,,Daniel,ISI,"Johnson, Catherine L.; Runge, Jeffrey A.; Curtis, K. Alexandra; Durbin, Edward G.; Hare, Jonathan A.; Incze, Lewis S.; Link, Jason S.; Melvin, Gary D.; O'Brien, Todd D.; Van Guelpen, Lou",Biodiversity and Ecosystem Function in the Gulf of Maine: Pattern and Role of Zooplankton and Pelagic Nekton,PLOS ONE,6,1,,,e16491,10.1371/journal.pone.0016491,2011,,,,,
Daniel,,,266,,Daniel,ISI,"Atkinson, L. J.; Leslie, R. W.; Field, J. G.; Jarre, A.","Changes in demersal fish assemblages on the west coast of South Africa, 1986-2009",AFRICAN JOURNAL OF MARINE SCIENCE,33,1,157,170,,10.2989/1814232X.2011.572378,2011,,,,,
Daniel,,,274,,Daniel,ISI,"Rodrigues, Marcelo; Garci, Manuel E.; Troncoso, Jesus S.; Guerra, Angel",Seasonal abundance of the Atlantic bobtail squid Sepiola atlantica in Galician waters (NE Atlantic),MARINE BIOLOGY RESEARCH,7,8,812,819,,10.1080/17451000.2011.578649,2011,,,,,
Daniel,,,276,,Daniel,ISI,"Narayanaswamy, Bhavani E.; Renaud, Paul E.; Duineveld, Gerard C. A.; Berge, Jorgen; Lavaleye, Marc S. S.; Reiss, Henning; Brattegard, Torleiv",Biodiversity Trends along the Western European Margin,PLOS ONE,5,12,,,e14295,10.1371/journal.pone.0014295,2010,,,,,
Daniel,,,277,,Daniel,ISI,"Ferraro, Steven P.; Cole, Faith A.",Ecological periodic tables for nekton usage of four US Pacific Northwest estuarine habitats,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,67,12,1957,1967,,10.1139/F10-114,2010,,,,,
Daniel,,,283,,Daniel,ISI,"Abdussamad, E. M.; Pillai, N. G. K.; Mohammed, O. M. M. J. Habeeb; Jayabalan, K.",Sardines of the Gulf of Mannar ecosystem - fishery and resource characteristics of major species,INDIAN JOURNAL OF FISHERIES,57,4,7,11,,,2010,,,,,
Daniel,,,296,,Jillian,ISI,"Beaugrand, Gregory; Edwards, Martin; Legendre, Louis","Marine biodiversity, ecosystem functioning, and carbon cycles",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,107,22,10120,10124,,10.1073/pnas.0913855107,2010,Except that the multiple years sampled is just an average they have calculated from the continuous plankton recorders. And year to year differences are not included.,,,,
Daniel,,,297,,Jillian,ISI,"Valdovinos, Claudio; Kiessling, Andrea; Mardones, Maria; Moya, Carolina; Oyanedel, Alejandra; Salvo, Jacqueline; Olmos, Viviana; Parra, Oscar",Distribution of macroinvertebrates (Plecoptera and Aeglidae) in fluvial ecosystems of the Chilean Patagonia: Do they show biological signals of the postglacial geomorphological evolution?,REVISTA CHILENA DE HISTORIA NATURAL,83,2,267,287,,,2010,En espaÃƒÂƒÃ‚Â±ol,,,,
Daniel,,,301,,Jillian,ISI,"Widdicombe, C. E.; Eloire, D.; Harbour, D.; Harris, R. P.; Somerfield, P. J.",Long-term phytoplankton community dynamics in the Western English Channel,JOURNAL OF PLANKTON RESEARCH,32,5,643,655,,10.1093/plankt/fbp127,2010,"Not species richness but phytoplankton functional groups: phytoflagellates, diatoms, Phaeocystis, coccolithophorids, dinoflagellates, heterotrophic dinoflagellates, and cilliates",,,,
Daniel,,,306,,Jillian,ISI,"De'ath, Glenn; Fabricius, Katharina",Water quality as a regional driver of coral biodiversity and macroalgae on the Great Barrier Reef,ECOLOGICAL APPLICATIONS,20,3,840,850,,10.1890/08-2023.1,2010,But only mean of the years used is presented (and presented as a heatmap along the GBR),,,,
Daniel,,,310,,Jillian,ISI,"Wiltshire, Karen Helen; Kraberg, Alexandra; Bartsch, Inka; Boersma, Maarten; Franke, Heinz-Dieter; Freund, Jan; Gebuehr, Christina; Gerdts, Gunnar; Stockmann, Karina; Wichels, Antje","Helgoland Roads, North Sea: 45 Years of Change",ESTUARIES AND COASTS,33,2,295,310,,10.1007/s12237-009-9228-y,2010,,,,,
Daniel,,,342,,Jillian,ISI,"Paton, D. C.; Rogers, D. J.; Hill, B. M.; Bailey, C. P.; Ziembicki, M.","Temporal changes to spatially stratified waterbird communities of the Coorong, South Australia: implications for the management of heterogenous wetlands",ANIMAL CONSERVATION,12,5,408,417,,10.1111/j.1469-1795.2009.00264.x,2009,,,,,
Daniel,,,357,,Jillian,ISI,"Stobart, Ben; Warwick, Richard; Gonzalez, Cesar; Mallol, Sandra; Diaz, David; Renones, Olga; Goni, Raquel",Long-term and spillover effects of a marine protected area on an exploited fish community,MARINE ECOLOGY PROGRESS SERIES,384,,47,60,,10.3354/meps08007,2009,,,,,
Daniel,,,359,,Jillian,ISI,"d'Elbee, Jean; Castege, Iker; Hemery, Georges; Lalanne, Yann; Mouches, Claude; Pautrizel, Francoise; D'Amico, Frank",Variation and temporal patterns in the composition of the surface ichthyoplankton in the southern Bay of Biscay (W. Atlantic),CONTINENTAL SHELF RESEARCH,29,8,1136,1144,,10.1016/j.csr.2008.12.023,2009,,,,,
Daniel,,,362,,Jillian,ISI,"Conversi, A.; Peluso, T.; Fonda-Umani, S.",Gulf of Trieste: A changing ecosystem,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,114,,,,C03S90,10.1029/2008JC004763,2009,Though I think the data will be difficult to pull out,,,,
Daniel,,,366,,Jillian,ISI,"Frid, C. L. J.; Garwood, P. R.; Robinson, L. A.",The North Sea benthic system: a 36 year time-series,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,89,1,1,10,,10.1017/S0025315408002956,2009,,,,,
Daniel,,,376,,Jillian,ISI,"Jester, Rozalind; Lefebvre, Kathi; Langlois, Gregg; Vigilant, Veronica; Baugh, Keri; Silver, Mary W.",A shift in the dominant toxin-producing algal species in central California alters phycotoxins in food webs,HARMFUL ALGAE,8,2,291,298,,10.1016/j.hal.2008.07.001,2009,But probably not useable? Not exactly species richness but relative abundances and time points for these values are unclear because they only present % change before and after a particular harmful algal bloom event in 2004,,,,
Daniel,,,380,,Jillian,ISI,"Guidi-Guilvard, L. D.; Thistle, D.; Khripounoff, A.; Gasparini, S.",Dynamics of benthic copepods and other meiofauna in the benthic boundary layer of the deep NW Mediterranean Sea,MARINE ECOLOGY PROGRESS SERIES,396,,181,195,,10.3354/meps08408,2009,May not be able to extract,,,,
Daniel,,,399,,Jillian,ISI,"Mathieson, Arthur C.; Hehre, Edward J.; Dawes, Clinton J.; Neefus, Christopher D.","An historical comparison of seaweed populations from Casco Bay, Maine",RHODORA,110,941,1,102,,10.3119/06-23.1,2008,,,,,
Daniel,,,425,,Marc,ISI,"Dong, Junde; Zhang, Yanying; Wang, Youshao; Zhang, Si; Wang, Hankui","Spatial and seasonal variations of Cyanobacteria and their nitrogen fixation rates in Sanya Bay, South China Sea",SCIENTIA MARINA,72,2,239,251,,,2008,,,,,
Daniel,,,429,,Marc,ISI,"Micheli, Fiorenza; Bishop, Melanie J.; Peterson, Charles H.; Rivera, Jose",Alteration of seagrass species composition and function over two decades,ECOLOGICAL MONOGRAPHS,78,2,225,244,,10.1890/06-1605.1,2008,,,,,
Daniel,,,432,,Marc,ISI,"Tsehaye, Yob; Nagelkerke, Leopold A. J.",Exploring optimal fishing scenarios for the multispecies artisanal fisheries of Eritrea using a trophic model,ECOLOGICAL MODELLING,212,3/4/2014,319,333,,10.1016/j.ecolmodel.2007.10.044,2008,model,,,,
Daniel,,,433,,Marc,ISI,"Ruhl, Henry A.",Community change in the variable resource habitat of the abyssal northeast Pacific,ECOLOGY,89,4,991,1000,,10.1890/06-2025.1,2008,,,,,
Daniel,,,447,,Marc,ISI,"Sandvik, Hanno; Erikstad, Kjell Einar",Seabird life histories and climatic fluctuations: a phylogenetic-comparative time series analysis of North Atlantic seabirds,ECOGRAPHY,31,1,73,83,,10.1111/j.2007.0906-7590.05090.x,2008,Not sure if its in there,,,,
Daniel,,,451,,Marc,ISI,"McClanahan, T. R.",Response of the coral reef benthos and herbivory to fishery closure management and the 1998 ENSO disturbance,OECOLOGIA,155,1,169,177,,10.1007/s00442-007-0890-0,2008,inresponse to change,,,,
Daniel,,,460,,Marc,ISI,"Salvat, Bernard; Aubanel, Annie; Adjeroud, Mehdi; Bouisset, Patrick; Calmet, Dominique; Chancerelle, Yannick; Cochennec, Nathalie; Davies, Neil; Fougerousse, Anglique; Galzin, Rene; Lagouy, Elodie; Lo, Cedrik; Monier, Christian; Ponsonnet, Cedric; Remoissenet, Georges; Schneider, Denis; Stein, Arsene; Tatarata, Miri; Villiers, Laurent",Monitoring of French Polynesia coral reefs and their recent development,REVUE D ECOLOGIE-LA TERRE ET LA VIE,63,1/2/2014,145,177,,,2008,cant find full text but data might be there,,,,
Daniel,,,461,,Marc,ISI,"Gascuel, D.; Labrosse, P.; Meissa, B.; Sidl, M. O. Taleb; Guenette, S.",Decline of demersal resources in North-West Africa: an analysis of Mauritanian trawl-survey data over the past 25 years,AFRICAN JOURNAL OF MARINE SCIENCE,29,3,331,345,,10.2989/AJMS.2007.29.3.3.333,2007,jackpot,,,,
Daniel,,,467,,Marc,ISI,"Mumby, Peter J.; Hastings, Alan; Edwards, Helen J.",Thresholds and the resilience of Caribbean coral reefs,NATURE,450,7166,98,101,,10.1038/nature06252,2007,,,,,
Daniel,,,468,,Marc,ISI,"Link, Jason. S.","Underappreciated species in ecology: ""ugly fish"" in the northwest Atlantic Ocean",ECOLOGICAL APPLICATIONS,17,7,2037,2060,,10.1890/06-1154.1,2007,,,,,
Daniel,,,469,,Marc,ISI,"Ponti, Massimo; Colangelo, Marina Antonia; Ceccherelli, Victor Ugo","Composition, biomass and secondary production of the macrobenthic invertebrate assemblages in a coastal lagoon exploited for extensive aquaculture: Valle Smarlacca (northern Adriatic Sea)",ESTUARINE COASTAL AND SHELF SCIENCE,75,1/2/2014,79,89,,10.1016/j.ecss.2007.01.021,2007,only 1 year,,,,
Daniel,,,471,,Marc,ISI,"Pranovi, Fabio; Da Ponte, Filippo; Torricelli, Patrizia",Application of biotic indices and relationship with structural and functional features of macrobenthic community in the lagoon of Venice: an example over a long time series of data,MARINE POLLUTION BULLETIN,54,10,1607,1618,,10.1016/j.marpolbul.2007.06.010,2007,might have to dig,,,,
Daniel,,,474,,Marc,ISI,"Zhang, B.; Tang, Q.; Jin, X.",Decadal-scale variations of trophic levels at high trophic levels in the Yellow Sea and the Bohai Sea ecosystem,JOURNAL OF MARINE SYSTEMS,67,3/4/2014,304,311,,10.1016/j.jmarsys.2006.04.015,2007,not sure,,,,
Daniel,,,477,,Marc,ISI,"Labrune, C.; Gremare, A.; Guizien, K.; Amouroux, J. M.",Long-term comparison of soft bottom macrobenthos in the Bay of Banyuls-sur-Mer (north-western Mediterranean Sea): A reappraisal,JOURNAL OF SEA RESEARCH,58,2,125,143,,10.1016/j.seares.2007.02.006,2007,,,,,
Daniel,,,480,,Marc,ISI,"Castilla, J. C.; Campo, M. A.; Bustamante, R. H.","Recovery of Durvillaea antarctica (Durvilleales) inside and outside Las Cruces marine reserve, Chile",ECOLOGICAL APPLICATIONS,17,5,1511,1522,,10.1890/06-1285.1,2007,,,,,
Daniel,,,482,,Marc,ISI,"Dolbeth, M.; Cardoso, P. G.; Ferreira, S. M.; Verdelhos, T.; Raffaelli, D.; Pardal, M. A.",Anthropogenic and natural disturbance effects on a macrobenthic estuarine community over a 10-year period,MARINE POLLUTION BULLETIN,54,5,576,585,,10.1016/j.marpolbul.2006.12.005,2007,,,,,
Daniel,,,501,,Marc,ISI,"Worm, Boris; Barbier, Edward B.; Beaumont, Nicola; Duffy, J. Emmett; Folke, Carl; Halpern, Benjamin S.; Jackson, Jeremy B. C.; Lotze, Heike K.; Micheli, Fiorenza; Palumbi, Stephen R.; Sala, Enric; Selkoe, Kimberley A.; Stachowicz, John J.; Watson, Reg",Impacts of biodiversity loss on ocean ecosystem services,SCIENCE,314,5800,787,790,,10.1126/science.1132294,2006,and check inside.  we need this and the other worm data,,,,
Daniel,,,505,,Marc,ISI,"Schoch, G. Carl; Menge, Bruce A.; Allison, Gary; Kavanaugh, Maria; Thompson, Sarah Ann; Wood, Spencer A.",Fifteen degrees of separation: Latitudinal gradients of rocky intertidal biota along the California Current,LIMNOLOGY AND OCEANOGRAPHY,51,6,2564,2585,,,2006,,,,,
Daniel,,,513,,Marc,ISI,"Levin, Phillip S.; Holmes, Elizabeth E.; Piner, Kevin R.; Harvey, Chris J.",Shifts in a Pacific ocean fish assemblage: the potential influence of exploitation,CONSERVATION BIOLOGY,20,4,1181,1190,,10.1111/j.1523-1739.2006.00400.x,2006,,,,,
Daniel,,,515,,Marc,ISI,"Wang, Zhaohui; Qi, Yuzao; Chen, Jufeng; Xu, Ning; Yang, Yufeng","Phytoplankton abundance, community structure and nutrients in cultural areas of Daya Bay, South China Sea",JOURNAL OF MARINE SYSTEMS,62,1/2/2014,85,94,,10.1016/j.jmarsys.2006.04.008,2006,,,,,
Daniel,,,516,,Marc,ISI,"Bigot, Lionel; Conand, Chantal; Amouroux, Jean Michel; Frouin, Patrick; Bruggemann, Henrich; Gremare, Antoine",Effects of industrial outfalls on tropical macrobenthic sediment communities in Reunion Island (Southwest Indian Ocean),MARINE POLLUTION BULLETIN,52,8,865,880,,10.1016/j.marpolbul.2005.11.021,2006,,,,,
Daniel,,,521,,Marc,ISI,"Garcia, Alexandre M.; Bemvenuti, Marlise A.; Vieira, Joao P.; Marques, David M. L. Motta; Burns, Marcelo D. M.; Moresco, Alex; Condini, Mario Vinicius L.","Checklist comparison and dominance patterns of the fish fauna at Taim Wetland, South Brazil",NEOTROPICAL ICHTHYOLOGY,4,2,261,268,,,2006,,,,,
Daniel,,,522,,Marc,ISI,"Bailey, DM; Ruhl, HA; Smith, KL",Long-term change in benthopelagic fish abundance in the abyssal northeast Pacific Ocean,ECOLOGY,87,3,549,555,,10.1890/04-1832,2006,,,,,
Daniel,,,526,,Marc,ISI,"Thornhill, DJ; LaJeunesse, TC; Kemp, DW; Fitt, WK; Schmidt, GW","Multi-year, seasonal genotypic surveys of coral-algal symbioses reveal prevalent stability or post-bleaching reversion",MARINE BIOLOGY,148,4,711,722,,10.1007/s00227-005-0114-2,2006,,,,,
Daniel,,,530,,Marc,ISI,"Auth, Toby D.; Brodeur, Richard D.","Distribution and community structure of ichthyoplankton off the coast of Oregon, USA, in 2000 and 2002",MARINE ECOLOGY PROGRESS SERIES,319,,199,213,,10.3354/meps319199,2006,,,,,
Daniel,,,531,,Marc,ISI,"Williams, I. D.; Walsh, W. J.; Miyasaka, A.; Friedlander, A. M.","Effects of rotational closure on coral reef fishes in Waikiki-Diamond Head Fishery Management Area, Oahu, Hawaii",MARINE ECOLOGY PROGRESS SERIES,310,,139,149,,10.3354/meps310139,2006,,,,,
