Study.ID,Reference,Site,Lat,Long,Shape,Source,Checked,Notes,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.30016782,-125.0159308,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.3637771,-125.0544248,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.33203404,-125.0568307,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.36559041,-125.1338187,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.36411239,-125.1723128,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.36422188,-125.2108068,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.36591201,-125.2468949,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.22990747,-124.8715782,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26492816,-124.9052605,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23159761,-124.9076664,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26345699,-124.9461604,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23012644,-124.9485663,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19826021,-124.9076664,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16333531,-124.9076664,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.1347604,-124.9076664,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16323952,-124.8739841,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.1634448,-124.9461604,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13010056,-124.9437545,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16354059,-124.9798427,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.1302032,-124.9798427,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23033172,-125.0207425,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19381933,-125.0207425,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23043436,-125.0568307,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29722548,-125.0977306,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26546873,-125.0953247,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26238954,-125.129007,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23064648,-125.1314129,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19732276,-125.1362246,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19721328,-125.0977306,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16387588,-125.0977306,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16534705,-125.0568307,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13042216,-125.0568307,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13053164,-125.0953247,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.12905363,-125.1338187,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09857646,-125.0231484,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.1002666,-125.0592366,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06648442,-124.9028546,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06671708,-124.9846544,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.2323503,-125.1723128,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.1974254,-125.1723128,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16566182,-125.167501,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16577814,-125.2084009,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.22927795,-125.2084009,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26739152,-125.2132127,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29754708,-125.2108068,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29764288,-125.244489,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29776605,-125.2877948,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26601614,-125.2877948,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23425255,-125.2829831,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.26294379,-125.323883,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.33120608,-125.323883,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29808765,-125.400871,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.29818345,-125.4345533,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23288402,-125.3599711,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19944399,-125.323883,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16599026,-125.2829831,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16620239,-125.3575652,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16472437,-125.3960592,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23319879,-125.4706414,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23330143,-125.5067296,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.20156521,-125.5115413,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16812517,-125.4754532,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.27003278,-125.5837176,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.23363672,-125.6246175,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19722697,-125.6607056,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16538127,-125.6270234,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.19923186,-125.8074641,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16613396,-125.8916698,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.16781725,-125.925352,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99812634,-124.8691723,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99664148,-124.9052605,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96966091,-124.9076664,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03465241,-124.8739841,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99833162,-124.9413486,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03031417,-125.0231484,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.00015176,-125.0231484,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03042365,-125.0616424,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.0002544,-125.0592366,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96056702,-125.0592366,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03051261,-125.0929188,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99876955,-125.0953247,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03220958,-125.1314129,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06556751,-125.1386305,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09899386,-125.1699069,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06578647,-125.2156185,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09763217,-125.2493008,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09773481,-125.2853889,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06598491,-125.2853889,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06451374,-125.3262888,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.0311695,-125.323883,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13276235,-125.3214771,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09795378,-125.362377,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13458934,-125.4056828,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09806326,-125.400871,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06144139,-125.362377,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03286648,-125.362377,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99794158,-125.362377,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96300985,-125.3599711,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93284744,-125.3599711,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99487608,-125.400871,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.00134923,-125.4441768,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.0982617,-125.4706414,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13013477,-125.5139472,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.10472116,-125.5091354,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06515011,-125.5500353,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.0334002,-125.5500353,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99847531,-125.5500353,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96671857,-125.5476295,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99677149,-125.5091354,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09699581,-125.5837176,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13215335,-125.6655174,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.10197726,-125.6607056,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13385033,-125.7040114,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13235863,-125.7376937,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13405561,-125.7761877,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.13097642,-125.80987,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09913072,-125.7761877,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.09775534,-125.8507699,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.06918043,-125.8507699,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.0678119,-125.9277579,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03552827,-125.7400996,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99900904,-125.7376937,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96567164,-125.7376937,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93550923,-125.7376937,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.03825849,-125.5837176,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",48.00334728,-125.5885293,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.97000304,-125.5861235,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93031566,-125.5861235,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99868743,-125.6246175,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93199895,-125.6198057,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93368909,-125.6558939,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.90195287,-125.6607056,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.89890105,-125.7040114,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.8969851,-125.5885293,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.86841019,-125.5885293,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.83347846,-125.5861235,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.89846312,-125.5500353,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93487971,-125.5163531,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.89993429,-125.5091354,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.86500939,-125.5091354,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96968143,-125.4730473,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93793153,-125.4730473,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93466074,-125.439365,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.89654717,-125.4345533,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99740102,-125.1723128,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96247612,-125.1723128,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.99591616,-125.2084009,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96575375,-125.2084009,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96554163,-125.1338187,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93368224,-125.0953247,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.96437838,-125.2829831,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.93579662,-125.2805772,,,,,
172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","Deep depth of Cape Flattery, Washington",47.89620504,-125.3142595,,,,,
