"","year","Genus","species","site","T = abundance"
"610","2008","Malacoctenus","triangulatus","B",NA
"611","2008","Emblemaria","pandionis","B","1"
"612","2008","Haemulon","parra","B","8"
"613","2008","Synodus","intermedius","B","2"
"614","2008","Diplectrum","formosum","B",NA
"615","2008","Calamus","calamus","B",NA
"616","2008","Mycteroperca","phenax","B","5"
"617","2008","Lutjanus","apodus","B",NA
"618","2008","Acanthostracion","quadricornis","B","3"
"619","2008","Archosargus","rhomboidalis","B","5"
"620","2008","Parablennius","marmoreus","B","6"
"621","2008","Microgobius","carri","B",NA
"622","2008","Abudefduf","saxatilis","B","20"
"623","2008","Canthigaster","rostrata","B","31"
"624","2008","Diplodus","argenteus","B","2"
"625","2008","Monacanthus","tuckeri","B",NA
"626","2008","Eucinostomus","jonesii","B",NA
"627","2008","Halichoeres","bivittatus","B","145"
"628","2008","Haemulon","chrysargyreum","B","1"
"629","2008","Rhinesomus","triqueter","B","3"
"630","2008","Dasyatis","americana","B",NA
"631","2008","Haemulon","macrostomum","B","1"
"632","2008","Bodianus","rufus","B",NA
"633","2008","Scomberomorus","maculatus","B",NA
"634","2008","Chaetodon","ocellatus","B","2"
"635","2008","Diplodus","holbrookii","B",NA
"636","2008","Pseudupeneus","maculatus","B","5"
"637","2008","Scorpaena","plumieri","B","1"
"638","2008","Rhinesomus","bicaudalis","B","1"
"639","2008","Holocentrus","adscensionis","B","1"
"640","2008","Sparisoma","viride","B","25"
"641","2008","Haemulon","striatum","B",NA
"642","2008","Scarus","iseri","B","13"
"643","2008","Megalops","atlanticus","B",NA
"644","2008","Stegastes","planifrons","B",NA
"645","2008","Elacatinus","macrodon","B","5"
"646","2008","Haemulon","aurolineatum","B","13"
"647","2008","Apogon","pseudomaculatus","B",NA
"648","2008","Haemulon","plumierii","B","24"
"649","2008","Haemulon","album","B","2"
"650","2008","Mulloidichthys","martinicus","B","1"
"651","2008","Carangoides","bartholomaei","B","1"
"652","2008","Urobatis","jamaicensis","B",NA
"653","2008","Gerres","cinereus","B","70"
"654","2008","Microspathodon","chrysurus","B",NA
"655","2008","Ocyurus","chrysurus","B","7"
