"x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","PlotSize","SiteSize","SiteSizeUnits","PlotSizeUnits","id","taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin"
-17.40425532,67.36206897,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.10698986053467,-3.37368244043141,-0.0249113097518167
-17.44680851,67.25862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.01172935962677,-3.37368244043141,-0.0249113097518167
-17.19148936,67.17241379,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.98557877540588,-3.37368244043141,-0.0249113097518167
-16.85106383,67.25862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.75966167449951,-4.0308797095334,-0.0258528451222633
-15.91489362,67.34482759,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.0219042301178,-3.76356343001362,-0.0217722808698957
-16.25531915,67.20689655,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.71054399013519,-4.0308797095334,-0.0258528451222633
-16.59574468,67.10344828,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.77431042989095,-4.0308797095334,-0.0258528451222633
-16.85106383,67.05172414,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.7494633992513,-4.0308797095334,-0.0258528451222633
-17.36170213,67.03448276,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.00961351394653,-3.37368244043141,-0.0249113097518167
-17.31914894,66.84482759,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.33905617396037,-7.45252335970446,-0.046549952800403
-28.08510638,65.0862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.14348065853119,-0.627933156434217,-0.0107027270089318
-16.59574468,66.75862069,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.89337420463562,-7.97718560971081,-0.0436231460468831
-15.78723404,66.67241379,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.87887275218964,-5.72782318169828,-0.0291644282654567
-15.78723404,67.01724138,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.59746479988098,-3.76356343001362,-0.0217722808698957
-15.57446809,67.22413793,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.03982293605804,-3.76356343001362,-0.0217722808698957
-15.23404255,67.29310345,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",5.00832629203796,-3.76356343001362,-0.0217722808698957
-14.68085106,67.43103448,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.73035323619843,-3.73158571142813,-0.0206284376729099
-14.46808511,67.15517241,"319_All 264 stations","JD",319,"Stefansdottir et al","JD",0,0,0,1,0,0,0,0,0,0,40,"mm","pelagic and semi-pelagic fishes","pelagic",65.5,-18,"Icelandic continental shelf and slope","No",NA,"No",NA,"Capelin excluded because of inconsistent sampling, Myctophidae excluded because of uncertainty of IDs, and Paralepididae were combined to family level. Lat/Long falls in the middle of Iceland because that is the centroid of the coastal sampling area. Some data taken from the original masters thesis this paper came from: See Stefansdottir 2008. Approximation of trawled volume. Assumed trawl to be spherical (only vertical height 4-6 m given) towed for an average of 3 nm = 5556 m.",0,1,0,0,0,"Appendix","All 264 stations",NA,NA,115142544,"m^3",NA,NA,115142544,NA,NA,"m^3","146","fish",1,264,NA,NA,NA,NA,1998,10,100,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,NA,NA,NA,NA,2007,10,116,NA,NA,NA,NA,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,16,NA,NA,NA,0.148420005118273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,319,"Stefansdottir et al","All 264 stations","point","Figure 1 + webplot digitizer","Using google maps","I'm missing 5 stations but they overlap so much that it's too hard to tell where the points are. This is good enough for our purposes",4.88881778717041,-3.73158571142813,-0.0206284376729099
