"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","SiSz","SiSz..units.","PltSz","PltSz..units.","T1","T1m","SppR","SppR1.Error","SppR1.Error.Type","Shan","Shan1.Error","Shan1.Error.Type","Even","Even1.Error","Even1.Error.Type","Event.type.2","Expected.Change.Direction","Event.Notes","SppR.SD","Shan.SD","Even.SD","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","date1","date2","row_number","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","len","temporal_std_r","Duration"
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"2",8.9,1.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15692193816531,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-02-01,2000-02-01,824,-0.700000000000001,2.25,-0.183933671123294,0.167371491570269,-0.0819171224678868,0.0302259237393412,-0.183933671123294,0.170244689602017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.844258960320474,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"4",6.5,0.8,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7712812921102,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-04-01,1999-04-01,825,2.1,1.64,0.646326300539394,0.17536953514102,0.279960026357871,0.0286687510600644,0.646326300539394,0.178747570029576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.234793912041788,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"4",8.6,1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46410161513775,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-04-01,2000-04-01,826,0.300000000000001,2.96,0.0687273909221736,0.166765071963812,0.0342890734786322,0.038265172526782,0.0687273909221736,0.169582400201681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.709377351275191,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"6",4.2,0.8,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7712812921102,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-06-01,1999-06-01,827,0.0999999999999996,1.13,0.03707790917659,0.166695307736436,0.023530497410194,0.0627819903876459,0.0370779091765901,0.169501449853204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.26888624805562,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"6",4.3,0.7,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42487113059643,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,828,1,1.49,0.322895002805257,0.168838774642429,0.209091797858559,0.0621006688498935,0.322895002805257,0.171939240506517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.2239257117072,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Lake Conjola",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",2000,"6",5.3,1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46410161513775,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,828,1,1.49,0.322895002805257,0.168838774642429,0.209091797858559,0.0621006688498935,0.322895002805257,0.171939240506517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.77432034822292,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1997,"10",7.1,0.9,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11769145362398,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1997-10-01,1998-10-01,829,1.9,2.02,0.526905066110568,0.17245060309777,0.23712979328895,0.0310065120334247,0.526905066110568,0.175583714760119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.336284417908178,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"10",9,1.1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81051177665153,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-10-01,1999-10-01,830,-3.1,2.02,-0.859687213127769,0.182063793841987,-0.422272226424546,0.0382074471292129,-0.859687213127769,0.185741999309518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.44214279218315,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"2",7.8,0.9,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11769145362398,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-02-01,1999-02-01,831,-0.399999999999999,1.06,-0.153130435177307,0.167155186045366,-0.0526437334854219,0.0178789856544534,-0.153130435177307,0.170107197156901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.743705924220009,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"2",7.4,0.5,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-02-01,2000-02-01,832,-1,0.74,-0.458182606147823,0.171040235428675,-0.145182009844498,0.0165282668119978,-0.458182606147823,0.174386775576259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.510893634898963,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"4",6.7,0.5,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-04-01,1999-04-01,833,-1.6,0.74,-0.733092169836517,0.177863002697409,-0.27286698666664,0.0244080771922378,-0.733092169836517,0.182054116327504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.103472128587132,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"4",5.1,0.7,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42487113059643,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-04-01,2000-04-01,834,0.2,0.85,0.0855017474679476,0.166818969767085,0.0384662808277961,0.0316548568484696,0.0855017474679476,0.169630302534798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.827777028697054,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"6",7.4,0.8,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7712812921102,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-06-01,1999-06-01,835,-3,1.64,-0.923323286484848,0.184427622736775,-0.519875459285909,0.0633402556006978,-0.923323286484848,0.188401928807958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.510893634898963,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"6",4.4,1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46410161513775,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,836,-0.600000000000001,1.64,-0.18466465729697,0.167377104909471,-0.146603474191875,0.0959742222018727,-0.18466465729697,0.170229018166299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.23519853500888,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Burrill Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",2000,"6",3.8,0.8,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7712812921102,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,836,-0.600000000000001,1.64,-0.18466465729697,0.167377104909471,-0.146603474191875,0.0959742222018727,-0.18466465729697,0.170229018166299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.58441696899045,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1997,"10",4.1,0.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07846096908265,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1997-10-01,1998-10-01,837,1.7,1.17,0.619455978177428,0.174660952268745,0.346870943842112,0.0454943019167148,0.619455978177428,0.178803140633379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.227831585912666,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"10",5.8,0.9,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11769145362398,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-10-01,1999-10-01,838,-0.2,1.06,-0.0765652175886538,0.166788796511342,-0.0350913198112702,0.0320504167778883,-0.0765652175886538,0.169630659456398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.25307372251966,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"2",2.7,0.4,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3856406460551,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-02-01,1999-02-01,839,3,0.52,1.6397364128226,0.222681989657007,0.747214401830221,0.0330282062096979,1.6397364128226,0.234855679754249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.616485467763684,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"2",5.7,0.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07846096908265,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-02-01,2000-02-01,840,-1.2,0.61,-0.605578972248769,0.174306789408956,-0.23638877806423,0.023426011422318,-0.605578972248769,0.177493150388561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.19276536154278,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"4",4.5,0.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07846096908265,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-04-01,1999-04-01,841,0.4,0.45,0.235021823990157,0.16781740120316,0.085157808340307,0.0215262159285483,0.235021823990157,0.171063152837811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.469065029820195,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"4",4.9,0.3,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03923048454133,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-04-01,2000-04-01,842,-1.2,0.25,-0.945944594348366,0.185308566157852,-0.280902385466402,0.0154358011894849,-0.945944594348366,0.189913596318266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.710298473727723,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"6",2,0.3,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03923048454133,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-06-01,1999-06-01,843,0.6,0.18,0.557403197742073,0.173139548434439,0.262364264467491,0.0358136094674556,0.557403197742073,0.176053639628947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.03864399460186,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"6",2.6,0.3,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03923048454133,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,844,-1.4,0.13,-1.53042065196776,0.21546223691603,-0.773189888233482,0.0410913872452334,-1.53042065196776,0.226428425888726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.676793828740566,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Coila Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",2000,"6",1.2,0.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.692820323027551,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,844,-1.4,0.13,-1.53042065196776,0.21546223691603,-0.773189888233482,0.0410913872452334,-1.53042065196776,0.226428425888726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-1.52111088241692,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1997,"10",10.6,0.5,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1997-10-01,1998-10-01,845,0,0.61,0,0.166666666666667,0,0.00542897828408686,0,0.16947181355623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.103395389189192,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"10",10.6,0.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07846096908265,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-10-01,1999-10-01,846,3.2,1.57,1.0065946322433,0.187775682367938,0.263814591045138,0.00955769438842009,1.0065946322433,0.197227627893162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.103395389189192,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"2",12.8,1.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15692193816531,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-02-01,1999-02-01,847,0.299999999999999,1.93,0.085113227293442,0.166817588780423,0.0231670592815344,0.011644373962036,0.085113227293442,0.16966245794653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.763791745945967,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"2",13.1,0.7,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42487113059643,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-02-01,2000-02-01,848,-3.7,2.45,-0.931693659389549,0.184751105728056,-0.331902540931148,0.025037294259682,-0.931693659389549,0.194480603464857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.853845794594618,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"4",13.5,1,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46410161513775,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-04-01,1999-04-01,849,-2.2,1.49,-0.710369006171565,0.177179669269358,-0.177886959726089,0.00932438719846301,-0.710369006171565,0.181414159995621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.973917859459486,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"4",11.3,0.7,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42487113059643,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-04-01,2000-04-01,850,-3.5,0.85,-1.49628058068908,0.213309491169734,-0.370678992022749,0.00975457851184521,-1.49628058068908,0.218009063242812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.313521502702712,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1998,"6",9.1,0.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07846096908265,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1998-06-01,1999-06-01,851,-0.4,0.61,-0.201859657416256,0.167515569193588,-0.0449513878622664,0.00765024727863316,-0.201859657416256,0.170363073204267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.346874854054063,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",1999,"6",8.7,0.5,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,852,-6.1,0.5,-3.40015950622664,0.407522597245488,-1.2078115806331,0.0402851947487455,-3.40015950622664,0.414381561722027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.466946918918931,3
NA,538,"Jones and West, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"small seagrass fish","seagrass",-34.55,150.86,"Australia",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 3","Wallaga Lake",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"km^2",25,"m^2",2000,"6",2.6,0.5,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73205080756888,NA,NA,NA,3e+08,"m^2",25,"m^2","Mixed inverts",1999-06-01,2000-06-01,852,-6.1,0.5,-3.40015950622664,0.407522597245488,-1.2078115806331,0.0402851947487455,-3.40015950622664,0.414381561722027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-2.29804590810817,3
NA,547,"Miller and Shanks, 2005","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"larval demersal fish","estuarine mudflat",43.33,-124.33,"Oregon",NA,NA,NA,NA,NA,0,0,0,0,1,"Table 1","Entrance",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"km^2",10,"l",1998,"6",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e+06,"m^2",0.01,"m^3","Mixed inverts",1998-06-01,1999-06-01,853,3,NA,NA,NA,0.22314355131421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-1.3,3
