"id","x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin","mean_invs"
"197",-125,48.166667,"172_Deep depth of Cape Flattery, Washington",NA,172,"Keller, Aimee A.; Wallace, John R.; Horness, Beth H.; Hamel, Owen S.; Stewart, Ian J.","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,"deep sea",48.166667,-125,"Cape Flattery, Washington",NA,NA,NA,NA,NA,0,1,0,0,0,"Fig 7","Deep depth of Cape Flattery, Washington",NA,NA,31.19914,"m^3",NA,NA,NA,NA,NA,31.19914,"m^3","Mixed inverts",700,NA,NA,NA,NA,NA,2003,NA,12.48,0.25,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61437827766148,NA,NA,NA,700,NA,NA,NA,NA,NA,2010,NA,12.4,0.269,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11707102676375,NA,NA,NA,7,-0.0800000000000001,0.134861,-0.0116380356222374,0.00285719122995469,-0.0064308903302904,0.000871893120190041,-0.0116380356222374,0.0028582092628729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,4.06101417541504,-1.59930177651502,-0.00620174900407399,NA
"198",-76.23,37.15,"51_All",NA,51,"Sobocinski, et al., 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"Small, inshore seagrass fish","seagrass",37.15,-76.23,"Chesapeake Bay",NA,NA,NA,NA,NA,0,1,0,0,0,"Figure 7","All",72,"km^2",907,"m^2",NA,NA,NA,7.2e+07,"m^2",907,"m^2","Mixed inverts",143,NA,NA,NA,NA,NA,1977,2,0.15,0.01,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119582607431014,NA,NA,NA,289,NA,NA,NA,NA,NA,2011,1,5.8,0.2,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,34,5.65,0.0401,2.02635960392155,0.01520568363834,3.65497790243825,0.00563350508653719,2.34453912783956,0.01641544832875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3.96573269367218,5.85231080937036,0.0796020265029363,2996.73404947917
"199",-110.33,24.33,"136_Balandra",NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico",NA,NA,NA,NA,"Balandra 1980-2009",0,1,0,0,0,"Figure 3","Balandra",22,"ha",70,"m^2",NA,NA,NA,220000,"m^2",70,"m^2","Plants",4,NA,NA,NA,NA,NA,1981,NA,15.25,1.3,"SE",2.11,0.2,"SE",NA,NA,NA,NA,NA,NA,2.6,0.4,NA,NA,4,NA,NA,NA,NA,NA,2009,NA,16.4,1.4,"SE",2.05,0.18,"SE",NA,NA,NA,NA,NA,NA,NA,2.8,0.36,NA,NA,28,1.15,3.65,0.369717134916434,0.508543172490676,0.0727018317767321,0.0145541927171554,0.369717134916434,0.511649816130362,-0.0600000000000001,0.0724,-0.1369620153945,0.501172412103808,-0.0288481543376584,0.0166942207663005,-0.1369620153945,0.504200677813232,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4.12264823913574,24.8772760022251,0.179272794338243,888.412933349609
"2",8.83,40.13,"21_EE",NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","EE",NA,NA,0.078,"m^2","Negative","",NA,NA,NA,0.078,"m^2","Coral",5,NA,432,NA,NA,NA,1998,NA,19,NA,NA,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,"560",NA,NA,NA,2006,NA,46,NA,NA,3.22,NA,NA,NA,NA,NA,NA,NA,NA,"Sedimentation",NA,NA,NA,NA,8,27,NA,NA,NA,0.884202417322654,NA,NA,NA,0.74,NA,NA,NA,0.261122799379426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.344136091823305,-0.000915054764588766,NA
"20",7.91,54.18,"88_0 m",NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 0 m; July",1,0,0,0,0,"Figure 6","0 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,8,1.08,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,8,1.3,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.22,NA,NA,NA,0.185403223331363,NA,NA,NA,0.05,NA,NA,NA,0.0645385211375712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.77739350001017,49.9062490825671,0.161119250858056,NA
"200",-110.33,24.33,"136_Zacatecas",NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico",NA,NA,NA,NA,"Zacatecas 1980-2009",0,1,0,0,0,"Figure 3","Zacatecas",22,"ha",70,"m^2",NA,NA,NA,220000,"m^2",70,"m^2","Plants",2,NA,NA,NA,NA,NA,1981,NA,10.1,0.8,"SE",1.87,0.16,"SE",NA,NA,NA,NA,NA,NA,1.13137084989848,0.226274169979695,NA,NA,2,NA,NA,NA,NA,NA,2009,NA,6.9,0.8,"SE",1.47,0.15,"SE",NA,NA,NA,NA,NA,NA,NA,1.13137084989848,0.212132034355964,NA,NA,28,-3.2,1.28,-1.59576912160573,1.31830988618379,-0.381014012244,0.0197164488014805,-1.59576912160573,0.839262139652257,-0.4,0.0481,-1.02899322846597,1.1323533830286,-0.24067603007585,0.0177330980212866,-1.02899322846597,0.721228537115828,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,4.12264823913574,24.8772760022251,0.179272794338243,888.412933349609
"201",-110.33,24.33,"136_Enfermeria",NA,136,"Lopez-Rasgado et al. 2012","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"small inshore mangrove fish","mangrove",24.33,-110.33,"Baja Mexico",NA,NA,NA,NA,"Enfermeria 1980-2009",0,1,0,0,0,"Figure 3","Enfermeria",3,"ha",70,"m^2",NA,NA,NA,30000,"m^2",70,"m^2","Plants",1,NA,NA,NA,NA,NA,1981,NA,9.7,0.8,"SE",1.99,0.16,"SE",NA,NA,NA,NA,NA,NA,0.8,0.16,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,6.7,0.7,"SE",0.94,0.15,"SE",NA,NA,NA,NA,NA,NA,NA,0.7,0.15,NA,NA,28,-3,1.13,NA,NA,-0.370018359112417,0.0177175694836856,NA,NA,-1.05,0.0481,NA,NA,-0.750010042454489,0.0319284940847653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.12264823913574,24.8772760022251,0.179272794338243,888.412933349609
"202",4.01,40.05,"158_Cala Barril",NA,158,"Sales et al. 2012","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"Benthic algae","rocky subtidal",40.05,4.01,"Majorca",NA,NA,NA,NA,"Cala Barril 11/06-11/07",1,0,0,0,0,"Figure 5","Cala Barril",10,"km^2",400,"cm^2",NA,NA,NA,1e+07,"m^2",0.04,"m^2","Fish",3,NA,NA,NA,NA,NA,2006,11,13,2.1,"SE",0.55,0.23,"SE",NA,NA,NA,NA,NA,NA,3.63730669589464,0.398371685740842,NA,NA,3,NA,NA,NA,NA,NA,2007,11,11.5,1.9,"SE",0.13,0.03,"SE",NA,NA,NA,NA,NA,NA,NA,3.29089653438087,0.0519615242270663,NA,NA,1,-1.5,8.02,-0.345063089853108,0.676589044664914,-0.122602322092332,0.053391460945627,-0.345063089853108,0.646189225143844,-0.42,0.0538,-1.1796484041624,0.782630863120241,-1.44238382777093,0.228130470927674,-1.1796484041624,0.850809077448122,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,13.471488193487,0.0670958429233884,NA
"203",4.01,40.05,"158_Cala Pregonda",NA,158,"Sales et al. 2012","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"Benthic algae","rocky subtidal",40.05,4.01,"Majorca",NA,NA,NA,NA,"Cala Pregonda 11/06-11/07",1,0,0,0,0,"Figure 5","Cala Pregonda",10,"km^2",400,"cm^2",NA,NA,NA,1e+07,"m^2",0.04,"m^2","Fish",3,NA,NA,NA,NA,NA,2006,11,6.4,1.3,"SE",0.44,0.12,"SE",NA,NA,NA,NA,NA,NA,2.25166604983954,0.207846096908265,NA,NA,3,NA,NA,NA,NA,NA,2007,11,7.2,1.5,"SE",0.09,0.01,"SE",NA,NA,NA,NA,NA,NA,NA,2.59807621135332,0.0173205080756888,NA,NA,1,0.8,3.94,0.262564682004422,0.672411684353007,0.117783035656383,0.0846625434027778,0.262564682004422,0.6422166873455,-0.35,0.0145,-1.8935574027403,0.965463303122715,-1.58696505658204,0.0867258443016019,-1.8935574027403,1.19946243025634,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,13.471488193487,0.0670958429233884,NA
"204",4.01,40.05,"158_Macar de Tirant",NA,158,"Sales et al. 2012","AH",0,0,1,0,0,0,0,0,0,0,NA,NA,"Benthic algae","rocky subtidal",40.05,4.01,"Majorca",NA,NA,NA,NA,"Macar de Tirant 11/06-11/07",1,0,0,0,0,"Figure 5","Macar de Tirant",10,"km^2",400,"cm^2",NA,NA,NA,1e+07,"m^2",0.04,"m^2","Fish",3,NA,NA,NA,NA,NA,2006,11,11.5,1.6,"SE",0.32,0.04,"SE",NA,NA,NA,NA,NA,NA,2.7712812921102,0.0692820323027551,NA,NA,3,NA,NA,NA,NA,NA,2007,11,8.14,0.6,"SE",0.7,0.29,"SE",NA,NA,NA,NA,NA,NA,NA,1.03923048454133,0.502294734194974,NA,NA,1,-3.36,2.92,-1.28097980675904,0.803409105443703,-0.345556855354755,0.0247904528491422,-1.28097980675904,0.841322417186117,0.38,0.0857,0.845644089173049,0.72625949379611,0.782759339249632,0.187257653061224,0.845644089173049,0.746263269429734,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,13.471488193487,0.0670958429233884,NA
"205",-16.4416665,13.875,"305_Sine Saloum Delta Senegal",NA,305,"Ecoutin et al. 2010","TI",0,0,0,1,0,0,0,0,0,0,14,"mm","fish","estuarine mudflat",13.875,-16.4416665,"Sine Saloum Delta Senegal",NA,NA,NA,NA,"strictly estuarine species ",0,0,0,0,1,"Table 3","Sine Saloum Delta Senegal",NA,NA,5000,"m^2",NA,NA,NA,NA,NA,5000,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,1992,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2002,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21.0180184180169,0.0718758785965119,NA
"206",-122.333333,37.833333,"238_South Bay",NA,238,"Bollens et al. 2011","TI",0,0,0,0,0,0,0,0,0,1,73,"micro m","Mesozooplankton","estuarine mudflat",37.833333,-122.333333,"Sacramento and San Joaquin river systems ",NA,NA,NA,NA,NA,0,1,0,0,0,"Fig 2 G","South Bay",NA,NA,5000,"m^2",NA,NA,NA,NA,NA,5000,"m^2","Marine mammals",1,NA,NA,NA,NA,NA,1997,1,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1999,1,25.69456428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9.29456428,NA,NA,NA,0.448998128085557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.85690128803253,-21.3112992523237,-0.0541906275370537,142805.588541667
"207",-122.333333,37.833333,"238_Central Bay",NA,238,"Bollens et al. 2011","TI",0,0,0,0,0,0,0,0,0,1,73,"micro m","Mesozooplankton","estuarine mudflat",37.833333,-122.333333,"Sacramento and San Joaquin river systems ",NA,NA,NA,NA,NA,0,1,0,0,0,"Fig 2 G","Central Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine mammals",1,NA,NA,NA,NA,NA,1997,1,18.28731665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1999,1,33.85677308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15.56945643,NA,NA,NA,0.615931330010456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.85690128803253,-21.3112992523237,-0.0541906275370537,142805.588541667
"208",-122.333333,37.833333,"238_San Pablo Bay",NA,238,"Bollens et al. 2011","TI",0,0,0,0,0,0,0,0,0,1,73,"micro m","Mesozooplankton","estuarine mudflat",37.833333,-122.333333,"Sacramento and San Joaquin river systems ",NA,NA,NA,NA,NA,0,1,0,0,0,"Fig 2 G","San Pablo Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marine mammals",1,NA,NA,NA,NA,NA,1997,1,19.07247627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1999,1,24.37877481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.30629854,NA,NA,NA,0.24546660611201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6.85690128803253,-21.3112992523237,-0.0541906275370537,142805.588541667
"209",148.044847,-42.60565,"53_Maria Island National Park",NA,53,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-42.60565,148.044847,"Tasmania",NA,NA,NA,NA,"Set up MPA in 1991, start sampling a year later; THIS IS FISHED AREA DATA",1,0,0,0,0,"Fig. 5","Maria Island National Park",7,"km",500,"m^2",NA,NA,NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,4,15.303,1.003,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.006,NA,NA,NA,4,NA,NA,NA,NA,NA,2002,4,13.826,1.266,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.532,NA,NA,NA,10,-1.477,2.608765,-0.561669946388073,0.519717070542224,-0.101498010085826,0.0126802907845499,-0.561669946388072,0.523881818157067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,3.13689804077148,28.3987548609309,0.153906103217359,NA
"21",7.91,54.18,"88_5 m",NA,88,"WehKamp, 2013","AH",0,0,0,0,0,1,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2010; 5 m; July",1,0,0,0,0,"Figure 6","5 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Plants",6,NA,NA,NA,NA,NA,2009,8,1.44,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,8,1.3,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,-0.14,NA,NA,NA,-0.102278849120418,NA,NA,NA,0.1,NA,NA,NA,0.117783035656383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.77739350001017,49.9062490825671,0.161119250858056,NA
"210",148.311936,-41.872117,"53_Governor Island Marine Reserve",NA,53,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-41.872117,148.311936,"Tasmania",NA,NA,NA,NA,"Set up MPA in 1991, start sampling a year later; THIS IS FISHED AREA DATA",1,0,0,0,0,"Fig. 12","Governor Island Marine Reserve",7,"km",500,"m^2",NA,NA,NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,9,5.623,3.225,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,NA,NA,NA,4,NA,NA,NA,NA,NA,1997,9,4.991,0.653,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.306,NA,NA,NA,5,-0.632000000000001,10.827034,-0.117972422828503,0.500869843284252,-0.119229038822593,0.346062915043035,-0.117972422828503,0.504625942592165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,2.46788960695267,41.0562459400456,0.167845902028498,NA
"211",147.320933,-43.058694,"53_Tinderbox Marine Reserve",NA,53,"Barrett et al. 2007","ARW",0,0,0,1,0,0,0,0,0,0,NA,NA,"various fish","coastal shelf",-43.058694,147.320933,"Tasmania",NA,NA,NA,NA,"Set up MPA in 1991, start sampling a year later; THIS IS FISHED AREA DATA",1,0,0,0,0,"Fig. 9","Tinderbox Marine Reserve",7,"km",500,"m^2",NA,NA,NA,7000,"m",500,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1992,4,11.504,0.573,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.146,NA,NA,NA,4,NA,NA,NA,NA,NA,2002,4,10.979,5.107,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.214,NA,NA,NA,10,-0.525,26.409778,-0.062747308074541,0.500246076541913,-0.0467104437260955,0.218855446785047,-0.062747308074541,0.503491171723742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,5.74543738365173,23.1529323934241,0.112047372920753,510.060165405273
"212",146.7877694,-19.26913056,"299_Curralea",NA,299,"Sheaves and Johnson 2010","MH",0,0,0,1,0,0,0,0,0,0,18,"mm","fish","nearshore subtidal",-19.26913056,146.7877694,"Queensland, Australia",NA,NA,NA,NA,"This is in an estuarine lake ",0,0,0,0,1,"Table 1","Curralea",0.0625,"km^2",128.7,"m",NA,NA,NA,62500,"m^2",128.7,"m","Mixed inverts",1,30,NA,NA,NA,NA,2004,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,NA,NA,2008,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-2,NA,NA,NA,-0.154150679827258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",146.7877694,-19.26913056,"299_Keyatta",NA,299,"Sheaves and Johnson 2010","MH",0,0,0,1,0,0,0,0,0,0,18,"mm","fish","nearshore subtidal",-19.26913056,146.7877694,"Queensland, Australia",NA,NA,NA,NA,"This is in an estuarine lake ",0,0,0,0,1,"Table 1","Keyatta",0.1875,"km^2",128.7,"m",NA,NA,NA,187500,"m^2",128.7,"m","Mixed inverts",1,30,NA,NA,NA,NA,2004,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,NA,NA,NA,NA,2008,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-4,NA,NA,NA,-0.31015492830384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",148.1,-15,"347_1",NA,347,"de Loma, et al., 2009","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"All sizes of reef fish","coral reef",-15,148.1,"South Pacific",NA,NA,NA,NA,"1",1,0,0,0,0,"Figure 1","1",250,"m^2",25,"m^2",NA,NA,NA,250,"m^2",25,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1987,10,22.44,2.45,"SD",2.38,0.81,"SD","SD",NA,NA,NA,NA,NA,2.45,0.81,NA,NA,9,NA,NA,NA,NA,NA,1991,10,14,7.3,"SD",2.02,0.44,"SD",NA,NA,NA,NA,NA,NA,NA,7.3,0.44,NA,NA,4,-8.44,7.42173611111111,-1.23495568221194,0.419769400996787,-0.471787751039237,0.0331898206130613,-1.44152355533258,0.346484002399435,-0.36,0.185536111111111,-0.592066740461188,0.374593535155739,-0.16400297627027,0.0342289854138795,-0.513628211277996,0.517859517702733,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.2736673951149,46.6754736981876,0.0821394532324,NA
"215",148.1,-15,"347_2",NA,347,"de Loma, et al., 2009","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"All sizes of reef fish","coral reef",-15,148.1,"South Pacific",NA,NA,NA,NA,"2",1,0,0,0,0,"Figure 1","2",250,"m^2",25,"m^2",NA,NA,NA,250,"m^2",25,"m^2","Mixed inverts",3,NA,NA,NA,NA,NA,1987,10,27.3,3.2,"SD",2.91,0.37,"SD","SD",NA,NA,NA,NA,NA,3.2,0.37,NA,NA,9,NA,NA,NA,NA,NA,1991,10,23.8,6.4,"SD",2.66,0.7,"SD",NA,NA,NA,NA,NA,NA,NA,6.4,0.7,NA,NA,4,-3.5,7.96444444444445,-0.547344293138974,0.456927185079103,-0.137201121513485,0.0126144590953139,-0.638307648642292,0.357929572498455,-0.25,0.100077777777778,-0.356219867504647,0.449731635861321,-0.0898269583897935,0.0130835267783478,-0.412038557766225,0.359561798193315,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.2736673951149,46.6754736981876,0.0821394532324,NA
"216",148.1,-15,"347_3",NA,347,"de Loma, et al., 2009","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"All sizes of reef fish","coral reef",-15,148.1,"South Pacific",NA,NA,NA,NA,"3",1,0,0,0,0,"Figure 1","3",250,"m^2",25,"m^2",NA,NA,NA,250,"m^2",25,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1987,10,26.7,2,"SD",2.83,0.77,"SD","SD",NA,NA,NA,NA,NA,2,0.77,NA,NA,9,NA,NA,NA,NA,NA,1991,10,25.5,5.1,"SD",2.42,0.83,"SD",NA,NA,NA,NA,NA,NA,NA,5.1,0.83,NA,NA,4,-1.2,3.89,-0.249489044652389,0.36350514124194,-0.0459851132418234,0.00584718540027213,-0.288089497618579,0.267818539735472,-0.41,0.224769444444444,-0.468364094428461,0.36954822360918,-0.156509171486551,0.0315777567391542,-0.476269643167256,0.393421092845421,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.2736673951149,46.6754736981876,0.0821394532324,NA
"217",148.1,-15,"347_4",NA,347,"de Loma, et al., 2009","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"All sizes of reef fish","coral reef",-15,148.1,"South Pacific",NA,NA,NA,NA,"4",1,0,0,0,0,"Figure 1","4",250,"m^2",25,"m^2",NA,NA,NA,250,"m^2",25,"m^2","Mixed inverts",4,NA,NA,NA,NA,NA,1987,10,26.3,4.7,"SD",3.26,0.47,"SD","SD",NA,NA,NA,NA,NA,4.7,0.47,NA,NA,9,NA,NA,NA,NA,NA,1991,10,32.5,5.9,"SD",3.21,0.38,"SD",NA,NA,NA,NA,NA,NA,NA,5.9,0.38,NA,NA,4,6.2,9.39027777777778,1.02991189656253,0.401907977060381,0.211671150151973,0.0116458694537612,1.08097272050858,0.405124151637086,-0.0499999999999998,0.0712694444444444,-0.114378799030119,0.361614284559864,-0.0154562582366917,0.00675346871422292,-0.108798860329046,0.434833167605427,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3.2736673951149,46.6754736981876,0.0821394532324,NA
