"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","id","Duration","mean_imps","temp_change_rate_year","temp_change_rate_decade","temp_net_change"
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*9m transects",NA,NA,450,"m^2","Positive","",NA,NA,NA,450,"m^2","Mixed inverts",3.432609793,0.443995850141779,NA,NA,0.871541471906055,0.0127502540923104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,2.468450278,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,5.901060071,0.666330136,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",0.666330136,NA,NA,NA,"102",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*3 m transect",NA,NA,150,"m^2","Positive","",NA,NA,NA,150,"m^2","Mixed inverts",5.66380616,9.2903277751873,NA,NA,0.294371060741574,0.0233689729092618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,16.54719838,1.670873296,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.670873296,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,22.21100454,2.549217567,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",2.549217567,NA,NA,NA,"103",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*9 m transect",NA,NA,450,"m^2","Positive","",NA,NA,NA,450,"m^2","Mixed inverts",3.533568905,2.67409140061613,NA,NA,0.447285798022383,0.0369586882942252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,6.264512872,0.777385159,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777385159,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,9.798081777,1.43866734,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",1.43866734,NA,NA,NA,"104",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*3 m transect",NA,NA,150,"m^2","Positive","",NA,NA,NA,150,"m^2","Mixed inverts",6.52700656,4.47362003573113,NA,NA,0.266885338600177,0.00982570113305905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,21.33770823,2.115093387,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.115093387,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,27.86471479,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",0,NA,NA,NA,"105",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  ",1,0,0,0,0,"fig 3","WIB 50*9m transects",NA,NA,450,"m^2","Positive","",NA,NA,NA,450,"m^2","Mixed inverts",1.31246845,9.86996354286747,NA,NA,0.0943411203821146,0.0507691457093767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,13.26602726,2.104997476,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.104997476,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,14.57849571,2.332155477,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",2.332155477,NA,NA,NA,"106",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","Yes","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIB 50*3m transects",NA,NA,150,"m^2","Positive","",NA,NA,NA,150,"m^2","Mixed inverts",19.52044422,4.03642784121114,NA,NA,0.408636335186897,0.00269895236467857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,10,38.67238768,2.00908632,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00908632,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,4,58.1928319,0,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MPA",0,NA,NA,NA,"107",2,5.62121470769246,0.0122308790080982,0.122308790080982,-0.0634444554646798
NA,365,"Hudson et al 2008","AH",1,0,0,0,0,0,0,0,0,0,NA,NA,"scleractinian corals","coral reef",24.528,-81.77,"Key Largo, FL","Yes",NA,NA,NA,"T1 years between 2005-2007",1,0,0,0,0,"Table 3","Reference",30,"m",5,"m",NA,NA,NA,30,"m",5,"m","Mixed",-3,NA,NA,NA,-0.262364264467491,NA,NA,NA,-0.43,NA,NA,NA,-0.253549066082322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2005,NA,13,NA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2007,NA,10,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108",2,6.4038298924764,-0.000531347797005465,-0.00531347797005465,-0.0957546234130859
NA,424,"Zedler and West 2008","MH",0,1,0,0,0,0,0,0,0,0,NA,NA,"salt marsh plants","salt marsh",32.57,-117.13,"Tijuana Bay Estuary, San Diego California","Yes","Tidal restriction (1984), tidal restoration (1997)","Yes","1984, 1997","Storm created a cesation in tidal flushing from April to December of 1984.  Complete tidal flow was not restored until 1997. Data at T1 is from another study but same measurements taken.",1,0,0,0,0,"Table 4","Natural",NA,NA,0.25,"m^2",NA,NA,NA,NA,NA,0.25,"m^2","Phytoplankton",-0.36,0.034,-0.231927484676768,0.0183229702270533,-0.0889474860164962,0.00211347052852822,-0.245983228496689,0.0161454395860194,-0.176,NA,NA,NA,-0.104608353155272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,NA,1974,NA,4.23,0.12,"SE",1.772,NA,NA,NA,NA,NA,NA,NA,NA,1.65843299533023,NA,NA,NA,77,NA,NA,NA,NA,NA,2004,NA,3.87,0.14,"SE",1.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2284950142349,NA,NA,NA,"109",30,7.47523760795593,0.00762448090932145,0.0762448090932145,0.40453052520752
NA,444,"Rojo-Vazquez et al 2007","MH",0,0,0,1,0,0,0,0,0,0,76.2,"mm","coastal fishes","nearshore subtidal",19.25,-104.83,"Bahia de Navidad, Jalisco Mexico","Yes","El Nino","Yes","1997","Gill nets used. A bunch of sites were pooled together.  Also they took data every month but pooled that data into yearly values",0,1,0,0,0,"text","all sites",NA,NA,NA,NA,NA,NA,1997,NA,NA,NA,NA,"Mixed inverts",53,NA,NA,NA,0.534542150383307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4191,NA,NA,NA,1994,4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"6120",NA,NA,NA,2000,12,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",6,2.69741447766622,NA,NA,NA
"JD",298,"Moreira et al 2010","JD",0,0,0,0,1,1,1,0,0,0,0.5,"mm","benthic polychaetes, molluscs, crustaceans","subtidal mudflat",42.121944,-8.845833,"Ensenada de Baiona","Yes","Harbour breakwater built","Yes","1970","In the 70's a breakwater was built and was assumed to change the sediment particle size. Recorded as 1970 because not date given. Mesh size because samples were filtered after van veen grab. Number of individuals is an average (rounded down)",0,0,0,1,0,"Figure 3","No name",0.28,"m^2",0.056,"m^2","Negative","",1970,0.28,"m^2",0.056,"m^2","Coral",-3.76175549,2.70855459868724,-1.30495882346068,0.485145876546394,-0.153557736014239,0.0052463799747964,-1.30495882346068,0.574442363932032,0.206882557,0.0677486052929916,0.453783538960077,0.410295975011557,0.0623379905191927,0.00636312045181204,0.453783538960077,0.420714643242086,0.073255755,0.00180247322383258,0.985104674165056,0.448521560953092,0.10016354790787,0.00332464309237035,0.985104674165056,0.458679098912647,5,1,211.3978495,16.15739442,"SD",NA,1996,3,26.42633229,0.226600985,"SE",3.216356919,0.226600985,"SE",NA,NA,NA,0.695344907,0.026987952,"SE",0.50669520622841,0.50669520622841,NA,0.0603468952455014,5,1,"125.5913978",10.77159628,"SD",NA,1997,3,22.6645768,1.630094044,"SE",3.423239476,0.128064823,"SE",NA,NA,NA,0.768600662,0.032773826,"SE","Coastal Modification",3.64500109210153,0.286361649754479,NA,0.07328450281875,"111",1,7.32450485229492,NA,NA,NA
"JD",300,"Ibarra-Obando et al 2009","JD",0,1,0,0,0,0,0,0,0,0,NA,NA,"grasses","salt marsh",31.718308,-116.65103,"Estero de Punta Bandera, Mexico","Yes","Salt marsh diked and cut off from tidal influx","Yes","1983","Comparison between tidal marsh area and a non-tidal area that has been cut off from the ocean. Percent covers of all species are included but they are averages over all the sites",1,0,0,0,0,"Table 1","Non-tidal",8.95,"km^2",0.25,"m^2","Negative","",1983,8950000,"m^2",0.25,"m^2","Phytoplankton",-4,NA,NA,NA,-0.693147180559945,NA,NA,NA,-0.468,NA,NA,NA,-0.138191196499209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,1985,9,8,NA,NA,3.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,NA,NA,NA,2007,2,4,NA,NA,3.158,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal Modification",NA,NA,NA,NA,"112",22,NA,0.00913793431606679,0.091379343160668,0.443005641301475
"JD",303,"Birchenough et al, 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"mussels, crabs, polychaetes","subtidal mudflat",50.6179,-0.390931,"Owers Bank, English Channel","Yes","Aggregate extraction site","Yes","2003, 2004","Current aggregate extraction. Not stated when originally began.",0,0,0,1,0,"Figure 6","I1",NA,NA,0.1,"m^2","Negative","",NA,NA,NA,0.1,"m^2","Coral",6.28205128,NA,NA,NA,0.186496928154575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,47.62589928,3.45323741,NA,NA,2003,NA,30.64102564,3.58974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"70.07194245",3.45323741,NA,NA,2004,NA,36.92307692,2.692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extraction",NA,NA,NA,NA,"113",1,4.03684457143148,0.0112495375374885,0.112495375374885,0.956684589385986
"JD",303,"Birchenough et al, 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"mussels, crabs, polychaetes","subtidal mudflat",50.6179,-0.390931,"Owers Bank, English Channel","Yes","Aggregate extraction site","Yes","2003, 2004","Current aggregate extraction. Not stated when originally began.",0,0,0,1,0,"Figure 6","I2",NA,NA,0.1,"m^2","Negative","",NA,NA,NA,0.1,"m^2","Coral",33.653846158,NA,NA,NA,1.89388896434352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22.58992806,8.633093525,NA,NA,2003,NA,5.961538462,8.525641026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"60.57553957",8.633093525,NA,NA,2004,NA,39.61538462,8.076923077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extraction",NA,NA,NA,NA,"114",1,4.03684457143148,0.0112495375374885,0.112495375374885,0.956684589385986
"JD",303,"Birchenough et al, 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"mussels, crabs, polychaetes","subtidal mudflat",50.6179,-0.390931,"Owers Bank, English Channel","Yes","Aggregate extraction site","Yes","2003, 2004","Current aggregate extraction. Not stated when originally began.",0,0,0,1,0,"Figure 6","I3",NA,NA,0.1,"m^2","Negative","",NA,NA,NA,0.1,"m^2","Coral",-20.19230769,NA,NA,NA,-0.791587253335842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,75.25179856,9.496402878,NA,NA,2003,NA,36.92307692,9.423076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"17.41007194",1.726618705,NA,NA,2004,NA,16.73076923,0.448717949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extraction",NA,NA,NA,NA,"115",1,4.03684457143148,0.0112495375374885,0.112495375374885,0.956684589385986
"JD",303,"Birchenough et al, 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"mussels, crabs, polychaetes","subtidal mudflat",50.6179,-0.390931,"Owers Bank, English Channel","Yes","Aggregate extraction site","Yes","2003, 2004","Current aggregate extraction. Not stated when originally began.",0,0,0,1,0,"Figure 6","I4",NA,NA,0.1,"m^2","Negative","",NA,NA,NA,0.1,"m^2","Coral",-32.307692306,NA,NA,NA,-1.55462967588377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,58.84892086,2.589928058,NA,NA,2003,NA,40.96153846,1.794871795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"14.82014388",3.45323741,NA,NA,2004,NA,8.653846154,3.141025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extraction",NA,NA,NA,NA,"116",1,4.03684457143148,0.0112495375374885,0.112495375374885,0.956684589385986
"JD",303,"Birchenough et al, 2010","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"mussels, crabs, polychaetes","subtidal mudflat",50.6179,-0.390931,"Owers Bank, English Channel","Yes","Aggregate extraction site","Yes","2003, 2004","Current aggregate extraction. Not stated when originally began.",0,0,0,1,0,"Figure 6","I5",NA,NA,0.1,"m^2","Negative","",NA,NA,NA,0.1,"m^2","Coral",15.25641026,NA,NA,NA,0.453298609166621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,34.67625899,0.863309353,NA,NA,2003,NA,26.6025641,0.897435897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"70.07194245",3.45323741,NA,NA,2004,NA,41.85897436,3.141025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extraction",NA,NA,NA,NA,"117",1,4.03684457143148,0.0112495375374885,0.112495375374885,0.956684589385986
"JD",304,"Whanpetch et al, 2010","JD",0,0,0,0,1,1,0,0,0,0,NA,NA,"polychaetes, gastropods","seagrass",9.223611,98.327778,"Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,0,0,0,1,0,"Figure 4","K2 non-veg",2500,"m^2",2540,"cm^3","Uncertain","Recovery? Depends on time scale",2004,2500,"m^2",0.00254,"m^3","Plants",-1.886792453,5.1422016537542,-0.475033918740764,0.41128286119771,-0.332705753841526,0.172302571167299,-0.475033918740764,0.418943422779619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,138.3783784,475.6756757,"SD",NA,2001,1,6.666666667,3.522012579,"SD",NA,NA,NA,"0.707602339",0.152046784,"SD",NA,NA,NA,3.522012579,NA,0.152046784,NA,5,1,"77.83783784",56.21621622,"SD",NA,2006,12,4.779874214,3.647798742,"SD",NA,NA,NA,0.742690059,0.093567252,"SD",NA,NA,NA,"Tsunami",3.647798742,NA,0.093567252,NA,"118",5,3.51456087827682,0.00878001848940187,0.0878001848940187,0.346597512563068
"JD",304,"Whanpetch et al, 2010","JD",0,0,0,0,1,1,0,0,0,0,NA,NA,"polychaetes, gastropods","seagrass",9.223611,98.327778,"Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004",NA,0,0,0,1,0,"Figure 4","K2 veg",2500,"m^2",2540,"cm^3","Uncertain","Recovery? Depends on time scale",2004,2500,"m^2",0.00254,"m^3","Plants",6.918238993,2.97773031098833,2.28890581192296,0.661954490792736,0.561570822732089,0.0327838481783948,2.28890581192296,0.839717536994902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,181.6216216,86.48648649,"SD",NA,2001,1,9.182389937,3.647798742,"SD",NA,NA,NA,"0.830409357",0.046783626,"SD",NA,NA,NA,3.647798742,NA,0.046783626,NA,5,1,"350.2702703",56.21621622,"SD",NA,2006,12,16.10062893,1.257861635,"SD",NA,NA,NA,0.883040936,0.035087719,"SD",NA,NA,NA,"Tsunami",1.257861635,NA,0.035087719,NA,"119",5,3.51456087827682,0.00878001848940187,0.0878001848940187,0.346597512563068
"JD",304,"Whanpetch et al, 2010","JD",0,0,0,0,1,1,0,0,0,0,NA,NA,"polychaetes, gastropods","seagrass",9.250556,98.341667,"Khlong Khura, Phang-nga Province, Thailand","Yes","Tsunami","Yes","2004","There was no K3 veg compared over  years",0,0,0,1,0,"Figure 4","K3 non-veg",2500,"m^2",2540,"cm^3","Uncertain","Recovery? Depends on time scale",2004,2500,"m^2",0.00254,"m^3","Plants",2.51572327,8.97432854771251,0.479442938474594,0.411493276562658,0.215888380442337,0.0626259244628732,0.479442938474594,0.420705861442207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,164.3243243,64.86486486,"SD",NA,2001,1,10.44025157,3.773584906,"SD",NA,NA,NA,"0.859649123",0.046783626,"SD",NA,NA,NA,3.773584906,NA,0.046783626,NA,5,1,"397.8378378",229.1891892,"SD",NA,2006,12,12.95597484,5.534591195,"SD",NA,NA,NA,0.748538012,0.076023392,"SD",NA,NA,NA,"Tsunami",5.534591195,NA,0.076023392,NA,"120",5,4.02602871259054,0.00878001848940187,0.0878001848940187,0.346597512563068
"JD",67,"Kilfoyle et al, 2013","JD",0,0,0,1,0,0,0,0,0,0,NA,NA,"fishes, including small cryptic fish","rocky subtidal",26.008958,-80.110575,"Hollywood Beach, Florida","Yes","Mitigation boulders added to beach. Testing whether these boulders are a suitable replacement for a natural reef",NA,"2003","Shannon and Simpson calculated from raw data table. Could calculate Pielou's",1,0,0,0,0,"Table 1","B",NA,NA,1500,"m^2","Positive","",2003,NA,NA,1500,"m^2","Mixed inverts",13,NA,NA,NA,0.20875481386211,NA,NA,NA,0.161994036,NA,NA,NA,0.0540336785201387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,1976,NA,NA,NA,2004,8,56,NA,NA,2.917752136,NA,NA,"10.002654",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,"2123",NA,NA,NA,2008,8,69,NA,NA,3.079746172,NA,NA,13.11450935,NA,NA,NA,NA,NA,"Artificial Reef",NA,NA,NA,NA,"121",4,8.44447064399719,NA,NA,NA
"JD",714,"Hudson et al. 2007","JD",1,0,0,0,0,0,0,0,0,0,NA,NA,"scleractinian coral recruits","coral reef",25.026809,-80.366392,"Molasses Reef, Florida","Yes","vessel grounding, hurricane Georges, restoration","Yes","1984, 1998, 2002","Coral recruits - acceptable? Restored site. Reef stabilized, hurricane craters filled in, rebuilt reef topography.",1,0,0,0,0,"Table 3 + Table 5","restored",25,"m^2",1,"m^2",NA,NA,NA,25,"m^2",1,"m^2","Mixed",-5,NA,NA,NA,-0.606135803570316,NA,NA,NA,-0.82,NA,NA,NA,-0.473505614208934,NA,NA,NA,-0.151,NA,NA,NA,-0.182101073935604,NA,NA,NA,25,1,0.84547451,0.239478451,"SE",NA,2004,9,11,NA,NA,2.174,NA,NA,"0.138",NA,NA,0.907,NA,NA,NA,NA,NA,NA,20,1,"1.961770624",0.402414487,"SE",NA,2006,9,6,NA,NA,1.354,NA,NA,0.314,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA,"122",2,5.61487929026286,-0.000214355689781421,-0.00214355689781421,-0.114204724629719
"JD",714,"Hudson et al. 2007","JD",1,0,0,0,0,0,0,0,0,0,NA,NA,"scleractinian coral recruits","coral reef",25.026809,-80.366392,"Molasses Reef, Florida","Yes","vessel grounding, Hurricane Georges","Yes","1984, 1998","Coral recruits - acceptable? Unrestored site - M/V Wellwood grounding 1984, hurricane Georges 1998",1,0,0,0,0,"Table 3 + Table 5","unrestored",25,"m^2",1,"m^2",NA,NA,NA,25,"m^2",1,"m^2","Mixed",-2,NA,NA,NA,-0.405465108108164,NA,NA,NA,0.659,NA,NA,NA,0.443707507144611,NA,NA,NA,0.163,NA,NA,NA,0.221016860553673,NA,NA,NA,25,1,1.330010834,0.3891666,"SE",NA,2004,9,6,NA,NA,1.18,NA,NA,"0.396",NA,NA,0.659,NA,NA,NA,NA,NA,NA,20,1,"3.742454728",0.945674044,"SE",NA,2006,9,4,NA,NA,1.839,NA,NA,0.356,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,"123",2,5.61487929026286,-0.000214355689781421,-0.00214355689781421,-0.114204724629719
NA,663,"Tapp et al. 1993","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic fauna: polychaetes, molluscs","subtidal mudflat",54.62013937,-1.154335985,"Tees Estuary, UK","Yes","reduction in Biochemical Oxygen Demand (BOD)","Yes","1970","Have general expectation that estuary community health will improve. Unclear exactly when BOD of effluent was reduced, assuming 1970 based on introduction. There is also a general statement that conditions have improved since 1973, but there is no specific event. Individuals calculated by multiplying the averages in table 1 by the 30 plots sampled.",0,0,0,1,0,"Table 1","tees",NA,NA,3,"m^2",NA,NA,1970,NA,NA,3,"m^2","Coral",33,NA,NA,NA,0.693147180559945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,2610,NA,NA,NA,1979,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,"6180",NA,NA,NA,1990,9,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"124",11,8.87292607625326,NA,NA,NA
NA,208,"Hussin et al. 2012","JD",0,0,0,0,1,1,1,0,0,0,NA,NA,"benthic macrofauna - assumed to be sessile + mobile (no species given)","subtidal mudflat",52.02451246,1.924952223,"Felixstowe, UK","Yes","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","Yes","1995","Dredging in the area started in 1971, dredging stopped in 1996. This study looked at recovery of benthic infauna community.",0,0,0,1,0,"Figure 3 + Figure 5","high",NA,NA,0.1,"m^2",NA,NA,1995,NA,NA,0.1,"m^2","Coral",18.78787878,40.5401942704276,1.26373212920985,0.239925472359932,0.727048731894247,0.0543799625677659,1.26373212920985,0.255835377730802,NA,NA,NA,NA,NA,NA,NA,NA,-0.064504181,0.00258141229092457,-0.54372508414034,0.207390924178085,-0.0766130373414972,0.00383434079683994,-0.54372508414034,0.214464679338755,10,1,28.43601896,22.74881517,"95 % CI",NA,2001,1,17.57575758,6.060606061,"95 % CI",NA,NA,NA,"0.89982675",0.032432432,"95 % CI",0.874611708,0.041935484,"95% CI",9.77822405805172,NA,0.0523267118257806,0.0676590021538513,10,1,"110.9004739",59.71563981,"95 % CI",NA,2007,1,36.36363636,10.90909091,"95 % CI",NA,NA,NA,0.87956143,0.064864865,"95 % CI",0.810107527,0.090322581,"95% CI",NA,17.6008033048158,NA,0.104653425264968,0.145727081686249,"125",6,2.46273120244344,0.0170731532355786,0.170731532355786,0.785513957341513
